,,,Date,,,Meet,,,,,Venue,,Level,,Time,,,
Rachel Baker                                      ,,,,,,26/04/2002,,Sheffield C,,,904311,,,,,,,
,Female 50 Freestyle,,,,,,,,,,,,,,,,,
,1,,25/08/2012,,Sheffield City 2012 Open Sprints Meet           ,,,,,Sheffield                                       ,,,3,,00:51.79,,,
,Female 50 Breaststroke,,,,,,,,,,,,,,,,,
,1,,25/08/2012,,Sheffield City 2012 Open Sprints Meet           ,,,,,Sheffield                                       ,,,3,,00:53.29,,,
,Female 100 Breaststroke,,,,,,,,,,,,,,,,,
,1,,25/08/2012,,Sheffield City 2012 Open Sprints Meet           ,,,,,Sheffield                                       ,,,3,,01:55.31,,,
,Female 50 Butterfly,,,,,,,,,,,,,,,,,
,1,,25/08/2012,,Sheffield City 2012 Open Sprints Meet           ,,,,,Sheffield                                       ,,,3,,00:51.44,,,
,2,,10/12/2011,,Borough of Barnsley SC Xmas Sprint             ,,,,,Sheffield                                       ,,,3,,00:55.27,,,
SPORTSYSTEMS British Swimming Club Rankings Rev 5.2,,,,,,,,,,,,,,,,,,
23/08/2014 11:47:17,,,,,,,,,,,,,,,Page,6,/,224
,,,,,,,,,Female Open Short Course,,,,,,,,,
,,,,,,,,,All Time Best - Age At 31st December,,,,,,,,,
,,,Date,,,Meet,,,,,Venue,,Level,,Time,,,
Charlotte Beaumont                                ,,,,,,17/08/2000,,Sheffield C,,,539130,,,,,,,
,Female 50 Freestyle,,,,,,,,,,,,,,,,,
,1,,21/04/2013,,Stocksbridge Pentaqua SC Spring Sprints     ,,,,,Stocksbridge                                ,,,3,,00:31.08,,,
,2,,21/04/2013,,Stocksbridge Pentaqua SC Spring Sprints     ,,,,,Stocksbridge                                ,,,3,,00:31.25,,,
,3,,22/04/2012,,Stocksbridge Pentaqua SC Spring Sprints     ,,,,,Stocksbridge                                ,,,3,,00:31.68,,,
,4,,16/06/2012,,Scarborough SC A&B Graded Gala                ,,,,,Scarborough                                ,,,4,,00:31.79,,,
,5,,10/12/2011,,Borough of Barnsley SC Xmas Sprint             ,,,,,Sheffield                                       ,,,3,,00:32.26,,,
,6,,22/04/2012,,Stocksbridge Pentaqua SC Spring Sprints     ,,,,,Stocksbridge                                ,,,3,,00:32.29,,,
,7,,17/09/2011,,Rotherham Metro A & B Grade Gala              ,,,,,Sheffield                                       ,,,3,,00:32.50,,,
,8,,03/04/2011,,Stocksbridge Pentaqua Spring Sprints           ,,,,,Stocksbridge                                ,,,4,,00:32.71,,,
,9,,11/12/2010,,Bo Barnsley Xmas Sprint                           ,,,,,Sheffield                                       ,,,4,,00:34.18,,,
,10,,12/12/2009,,Boro of Barnsley Xmas Meet                        ,,,,,Sheffield                                       ,,,3,,00:36.86,,,
,11,,10/10/2009,,Yorkshire Winter Meet                             ,,,,,Sheffield                                       ,,,2,,00:36.89,,,
,12,,19/09/2009,,Rotherham Metro A/B L3 Mt                         ,,,,,Sheffield                                       ,,,3,,00:38.52,,,
,Female 100 Freestyle,,,,,,,,,,,,,,,,,
,1,,09/10/2011,,Yorkshire Winter Competition                      ,,,,,Sheffield                                       ,,,2,,01:10.44,,,
,2,,17/06/2012,,Scarborough SC A&B Graded Gala                ,,,,,Scarborough                                ,,,4,,01:11.72,,,
,3,,07/11/2010,,BG North East SC Champs                           ,,,,,Sunderland                                  ,,,2,,01:13.21,,,
,4,,10/10/2010,,Yorkshire Winter Comp                             ,,,,,Sheffield                                       ,,,2,,01:14.94,,,
,5,,18/09/2010,,Rotherham Metro B & C Meet                        ,,,,,Sheffield                                       ,,,3,,01:19.42,,,
,Female 200 Freestyle,,,,,,,,,,,,,,,,,
,1,,06/11/2010,,BG North East SC Champs                           ,,,,,Sunderland                                  ,,,2,,02:46.75,,,
,Female 400 Freestyle,,,,,,,,,,,,,,,,,
,1,,15/06/2012,,Scarborough SC A&B Graded Gala                ,,,,,Scarborough                                ,,,4,,05:30.76,,,
,Female 50 Breaststroke,,,,,,,,,,,,,,,,,
,1,,21/04/2013,,Stocksbridge Pentaqua SC Spring Sprints     ,,,,,Stocksbridge                                ,,,3,,00:43.75,,,
,2,,21/04/2013,,Stocksbridge Pentaqua SC Spring Sprints     ,,,,,Stocksbridge                                ,,,3,,00:44.03,,,
,3,,22/04/2012,,Stocksbridge Pentaqua SC Spring Sprints     ,,,,,Stocksbridge                                ,,,3,,00:44.72,,,
,4,,22/04/2012,,Stocksbridge Pentaqua SC Spring Sprints     ,,,,,Stocksbridge                                ,,,3,,00:44.88,,,
,5,,17/06/2012,,Scarborough SC A&B Graded Gala                ,,,,,Scarborough                                ,,,4,,00:47.38,,,
,6,,10/12/2011,,Borough of Barnsley SC Xmas Sprint             ,,,,,Sheffield                                       ,,,3,,00:47.78,,,
,7,,03/04/2011,,Stocksbridge Pentaqua Spring Sprints           ,,,,,Stocksbridge                                ,,,4,,00:48.15,,,
,8,,03/04/2011,,Stocksbridge Pentaqua Spring Sprints           ,,,,,Stocksbridge                                ,,,4,,00:48.39,,,
,9,,11/12/2010,,Bo Barnsley Xmas Sprint                           ,,,,,Sheffield                                       ,,,4,,00:48.43,,,
,10,,18/09/2010,,Rotherham Metro B & C Meet                        ,,,,,Sheffield                                       ,,,3,,00:51.49,,,
,11,,12/12/2009,,Boro of Barnsley Xmas Meet                        ,,,,,Sheffield                                       ,,,3,,00:53.16,,,
,12,,19/09/2009,,Rotherham Metro A/B L3 Mt                         ,,,,,Sheffield                                       ,,,3,,00:55.64,,,
,Female 100 Breaststroke,,,,,,,,,,,,,,,,,
,1,,16/06/2012,,Scarborough SC A&B Graded Gala                ,,,,,Scarborough                                ,,,4,,01:40.89,,,
,2,,17/09/2011,,Rotherham Metro A & B Grade Gala              ,,,,,Sheffield                                       ,,,3,,01:42.43,,,
SPORTSYSTEMS British Swimming Club Rankings Rev 5.2,,,,,,,,,,,,,,,,,,
23/08/2014 11:47:17,,,,,,,,,,,,,,,Page,7,/,224
,,,,,,,,,Female Open Short Course,,,,,,,,,
,,,,,,,,,All Time Best - Age At 31st December,,,,,,,,,
,,,Date,,,Meet,,,,,Venue,,Level,,Time,,,
Charlotte Beaumont                                ,,,,,,17/08/2000,,Sheffield C,,,539130,,,,,,,
,Female 100 Breaststroke,,,,,,,,,,,,,,,,,
,3,,18/09/2010,,Rotherham Metro B & C Meet                        ,,,,,Sheffield                                       ,,,3,,01:47.55,,,
,Female 50 Butterfly,,,,,,,,,,,,,,,,,
,1,,21/04/2013,,Stocksbridge Pentaqua SC Spring Sprints     ,,,,,Stocksbridge                                ,,,3,,00:34.22,,,
,2,,21/04/2013,,Stocksbridge Pentaqua SC Spring Sprints     ,,,,,Stocksbridge                                ,,,3,,00:34.50,,,
,3,,22/04/2012,,Stocksbridge Pentaqua SC Spring Sprints     ,,,,,Stocksbridge                                ,,,3,,00:35.90,,,
,4,,22/04/2012,,Stocksbridge Pentaqua SC Spring Sprints     ,,,,,Stocksbridge                                ,,,3,,00:36.27,,,
,5,,17/09/2011,,Rotherham Metro A & B Grade Gala              ,,,,,Sheffield                                       ,,,3,,00:36.38,,,
,6,,10/12/2011,,Borough of Barnsley SC Xmas Sprint             ,,,,,Sheffield                                       ,,,3,,00:36.56,,,
,7,,03/04/2011,,Stocksbridge Pentaqua Spring Sprints           ,,,,,Stocksbridge                                ,,,4,,00:37.41,,,
,8,,11/12/2010,,Bo Barnsley Xmas Sprint                           ,,,,,Sheffield                                       ,,,4,,00:38.78,,,
,9,,12/12/2009,,Boro of Barnsley Xmas Meet                        ,,,,,Sheffield                                       ,,,3,,00:48.19,,,
,10,,19/09/2009,,Rotherham Metro A/B L3 Mt                         ,,,,,Sheffield                                       ,,,3,,00:50.20,,,
,Female 100 Butterfly,,,,,,,,,,,,,,,,,
,1,,16/06/2012,,Scarborough SC A&B Graded Gala                ,,,,,Scarborough                                ,,,4,,01:25.85,,,
,2,,18/09/2010,,Rotherham Metro B & C Meet                        ,,,,,Sheffield                                       ,,,3,,01:47.77,,,
,Female 50 Backstroke,,,,,,,,,,,,,,,,,
,1,,22/04/2012,,Stocksbridge Pentaqua SC Spring Sprints     ,,,,,Stocksbridge                                ,,,3,,00:38.66,,,
,2,,22/04/2012,,Stocksbridge Pentaqua SC Spring Sprints     ,,,,,Stocksbridge                                ,,,3,,00:39.73,,,
,3,,03/04/2011,,Stocksbridge Pentaqua Spring Sprints           ,,,,,Stocksbridge                                ,,,4,,00:40.75,,,
,4,,11/12/2010,,Bo Barnsley Xmas Sprint                           ,,,,,Sheffield                                       ,,,4,,00:41.38,,,
,5,,03/04/2011,,Stocksbridge Pentaqua Spring Sprints           ,,,,,Stocksbridge                                ,,,4,,00:41.59,,,
,6,,10/12/2011,,Borough of Barnsley SC Xmas Sprint             ,,,,,Sheffield                                       ,,,3,,00:41.93,,,
,7,,18/09/2010,,Rotherham Metro B & C Meet                        ,,,,,Sheffield                                       ,,,3,,00:42.94,,,
,8,,12/12/2009,,Boro of Barnsley Xmas Meet                        ,,,,,Sheffield                                       ,,,3,,00:46.36,,,
,9,,19/09/2009,,Rotherham Metro A/B L3 Mt                         ,,,,,Sheffield                                       ,,,3,,00:52.18,,,
,Female 100 Backstroke,,,,,,,,,,,,,,,,,
,1,,08/10/2011,,Yorkshire Winter Competition                      ,,,,,Sheffield                                       ,,,2,,01:24.46,,,
,2,,17/09/2011,,Rotherham Metro A & B Grade Gala              ,,,,,Sheffield                                       ,,,3,,01:27.85,,,
,3,,09/10/2010,,Yorkshire Winter Comp                             ,,,,,Sheffield                                       ,,,2,,01:28.19,,,
,4,,18/09/2010,,Rotherham Metro B & C Meet                        ,,,,,Sheffield                                       ,,,3,,01:28.94,,,
,5,,07/11/2010,,BG North East SC Champs                           ,,,,,Sunderland                                  ,,,2,,01:33.26,,,
,Female 100 Individual Medley,,,,,,,,,,,,,,,,,
,1,,17/06/2012,,Scarborough SC A&B Graded Gala                ,,,,,Scarborough                                ,,,4,,01:23.76,,,
,2,,17/09/2011,,Rotherham Metro A & B Grade Gala              ,,,,,Sheffield                                       ,,,3,,01:27.39,,,
,3,,10/10/2009,,Yorkshire Winter Meet                             ,,,,,Sheffield                                       ,,,2,,01:42.48,,,
,Female 200 Individual Medley,,,,,,,,,,,,,,,,,
,1,,08/10/2011,,Yorkshire Winter Competition                      ,,,,,Sheffield                                       ,,,2,,03:05.81,,,
,2,,10/12/2011,,Borough of Barnsley SC Xmas Sprint             ,,,,,Sheffield                                       ,,,3,,03:09.89,,,
SPORTSYSTEMS British Swimming Club Rankings Rev 5.2,,,,,,,,,,,,,,,,,,
23/08/2014 11:47:17,,,,,,,,,,,,,,,Page,8,/,224
,,,,,,,,,Female Open Short Course,,,,,,,,,
,,,,,,,,,All Time Best - Age At 31st December,,,,,,,,,
,,,Date,,,Meet,,,,,Venue,,Level,,Time,,,
Charlotte Beaumont                                ,,,,,,17/08/2000,,Sheffield C,,,539130,,,,,,,
,Female 200 Individual Medley,,,,,,,,,,,,,,,,,
,3,,09/10/2010,,Yorkshire Winter Comp                             ,,,,,Sheffield                                       ,,,2,,03:13.53,,,
,4,,11/12/2010,,Bo Barnsley Xmas Sprint                           ,,,,,Sheffield                                       ,,,4,,03:13.85,,,
SPORTSYSTEMS British Swimming Club Rankings Rev 5.2,,,,,,,,,,,,,,,,,,
23/08/2014 11:47:17,,,,,,,,,,,,,,,Page,9,/,224
,,,,,,,,,Female Open Short Course,,,,,,,,,
,,,,,,,,,All Time Best - Age At 31st December,,,,,,,,,
,,,Date,,,Meet,,,,,Venue,,Level,,Time,,,
Olivia Beavers                                    ,,,,,,22/04/1997,,Sheffield C,,,358938,,,,,,,
,Female 50 Freestyle,,,,,,,,,,,,,,,,,
,1,,24/08/2013,,Sheffield City Sprints Meet                       ,,,,,Sheffield                                       ,,,3,,00:28.71,,,
,2,,20/07/2014,,Rotherham Metro A&B Grade Short Course,,,,,Sheffield                                       ,,,3,,00:28.85,,,
,3,,15/07/2012,,Rotherham Metro ASC L3 Short Course Meet,,,,,Sheffield                                       ,,,3,,00:28.98,,,
,4,,25/08/2012,,Sheffield City 2012 Open Sprints Meet           ,,,,,Sheffield                                       ,,,3,,00:29.05,,,
,5,,21/09/2013,,Rotherham Metro SC A & B Grade SC Meet  ,,,,,Sheffield                                       ,,,3,,00:29.13,,,
,6,,03/11/2012,,Barnsleys Minors Swimming League              ,,,,,Barnsley                                       ,,,3,,00:29.14,,,
,7,,21/07/2013,,Rotherham Metro A & B Grade Gala              ,,,,,Sheffield                                       ,,,3,,00:29.18,,,
,8,,03/12/2011,,BG North East Region Championships           ,,,,,Sunderland                                  ,,,2,,00:29.38,,,
,9,,22/04/2012,,Stocksbridge Pentaqua SC Spring Sprints     ,,,,,Stocksbridge                                ,,,3,,00:29.45,,,
,10,,05/11/2011,,Barnsley Minors League Individual Champs   ,,,,,Knottinley                                     ,,,4,,00:29.47,,,
,11,,01/12/2012,,ASA North East Region Senior & Junior Meet,,,,,Sunderland                                  ,,,2,,00:29.48,,,
,12,,03/04/2011,,Stocksbridge Pentaqua Spring Sprints           ,,,,,Stocksbridge                                ,,,4,,00:29.68,,,
,13,,17/09/2011,,Rotherham Metro A & B Grade Gala              ,,,,,Sheffield                                       ,,,3,,00:29.69,,,
,14,,22/04/2012,,Stocksbridge Pentaqua SC Spring Sprints     ,,,,,Stocksbridge                                ,,,3,,00:29.75,,,
,15,,17/07/2011,,Rotherham Metro A & B Grade Meet              ,,,,,Sheffield                                       ,,,3,,00:29.90,,,
,16,,18/06/2011,,Scarborough 15th Annual A & B Graded,,,,,Scarborough                                ,,,4,,00:30.16,,,
,17,,11/12/2010,,Bo Barnsley Xmas Sprint                           ,,,,,Sheffield                                       ,,,4,,00:30.39,,,
,18,,03/04/2011,,Stocksbridge Pentaqua Spring Sprints           ,,,,,Stocksbridge                                ,,,4,,00:30.69,,,
,,,10/04/2011,,Harrogate District A / B Grade Meet               ,,,,,Harrogate                                     ,,,3,,00:30.69,,,
,20,,19/09/2009,,Rotherham Metro A/B L3 Mt                         ,,,,,Sheffield                                       ,,,3,,00:31.82,,,
,21,,19/07/2009,,Rotherham Metro A/B Meet                          ,,,,,Ponds Forge                                ,,,3,,00:32.66,,,
,22,,20/09/2008,,Rotherham Metro A/B Meet                          ,,,,,Ponds Forge                                ,,,3,,00:34.73,,,
,23,,15/03/2008,,Yorkshire County Champs                           ,,,,,Leeds                                           ,,,2,,00:35.43,,,
,24,,22/07/2007,,Rotherham Graded Meet                             ,,,,,Sheffield                                       ,,,3,,00:37.00,,,
,25,,22/09/2007,,Rotherham Metro SC Meet                           ,,,,,Sheffield                                       ,,,3,,00:37.98,,,
,26,,24/03/2007,,Yorkshire County Champs                           ,,,,,Sheffield                                       ,,,2,,00:38.65,,,
,27,,14/10/2006,,Yorkshire Winter Comp                             ,,,,,Sheffield                                       ,,,1,,00:40.21,,,
,Female 100 Freestyle,,,,,,,,,,,,,,,,,
,1,,25/08/2012,,Sheffield City 2012 Open Sprints Meet           ,,,,,Sheffield                                       ,,,3,,01:02.53,,,
,2,,13/10/2012,,Yorkshire SA Winter Competition 2012           ,,,,,Sheffield                                       ,,,2,,01:02.58,,,
,3,,24/08/2013,,Sheffield City Sprints Meet                       ,,,,,Sheffield                                       ,,,3,,01:03.32,,,
,4,,14/07/2012,,Rotherham Metro ASC L3 Short Course Meet,,,,,Sheffield                                       ,,,3,,01:03.49,,,
,5,,12/10/2013,,Yorkshire Winter Competition                      ,,,,,Sheffield                                       ,,,2,,01:03.96,,,
,6,,08/10/2011,,Yorkshire Winter Competition                      ,,,,,Sheffield                                       ,,,2,,01:04.01,,,
,7,,21/09/2013,,Rotherham Metro SC A & B Grade SC Meet  ,,,,,Sheffield                                       ,,,3,,01:04.04,,,
,8,,20/07/2013,,Rotherham Metro A & B Grade Gala              ,,,,,Sheffield                                       ,,,3,,01:04.73,,,
,9,,19/07/2014,,Rotherham Metro A&B Grade Short Course,,,,,Sheffield                                       ,,,3,,01:04.77,,,
,10,,02/12/2012,,ASA North East Region Senior & Junior Meet,,,,,Sunderland                                  ,,,2,,01:05.49,,,
,11,,19/06/2011,,Scarborough 15th Annual A & B Graded,,,,,Scarborough                                ,,,4,,01:05.84,,,
SPORTSYSTEMS British Swimming Club Rankings Rev 5.2,,,,,,,,,,,,,,,,,,
23/08/2014 11:47:17,,,,,,,,,,,,,,,Page,10,/,224
,,,,,,,,,Female Open Short Course,,,,,,,,,
,,,,,,,,,All Time Best - Age At 31st December,,,,,,,,,
,,,Date,,,Meet,,,,,Venue,,Level,,Time,,,
Olivia Beavers                                    ,,,,,,22/04/1997,,Sheffield C,,,358938,,,,,,,
,Female 100 Freestyle,,,,,,,,,,,,,,,,,
,12,,17/09/2011,,Rotherham Metro A & B Grade Gala              ,,,,,Sheffield                                       ,,,3,,01:06.00,,,
,13,,16/07/2011,,Rotherham Metro A & B Grade Meet              ,,,,,Sheffield                                       ,,,3,,01:06.04,,,
